Name,Age,Gender,Admission Test Score,High School Percentage,City,Admission Status
Zulfiya,20.0,Female,71.5,55.85,Peshawar,Rejected
Nadia,20.0,Female,96.1,93.3,Multan,Accepted
Muhabbat,18.0,Female,?,47.83,Karachi,Rejected
Sana,19.0,Female,67.9,74.84,Rawalpindi,Rejected
Babar,22.0,Male,73.7,74.44,Quetta,Accepted
Usman,20.9,Male,76.1,60.68,Lahore,Rejected
Humaira,18.0,Female,49.3,83.09,Rawalpindi,Rejected
Bekzod,18.0,Male,74.0,83.45,Karachi,Accepted
Shahid,20.0,Male,100.0,57.49,Peshawar,Accepted
Nashit,16.0,Female,63.5,90.01,Karachi,Accepted
Raza,17.0,Male,69.5,82.05,Quetta,Accepted
Imran,17.0,Male,54.4,79.55,Quetta,Rejected
Humaira,21.0,Female,53.6,87.48,Peshawar,
Fahad,23.0,Male,92.9,67.92,Rawalpindi,Accepted
Nasiba,20.0,Female,96.9,83.49,Lahore,Accepted
Samina,20.0,Female,80.7,87.49,Quetta,Accepted
Lola,21.0,Female,92.6,77.39,,Accepted
Tayyaba,19.0,Female,69.1,91.48,Lahore,Accepted
Yasir,22.0,Male,-29.0,44.24,Karachi,Rejected
Shahnoza,20.0,Female,67.2,88.36,Islamabad,Accepted
Nargiza,17.0,Female,93.4,78.82,Rawalpindi,Accepted
Nasir,24.0,Male,90.0,74.19,,Accepted
Zara,18.0,Female,79.0,63.61,Multan,Rejected
Noor,23.0,Female,82.6,67.97,Multan,Accepted
Babar,21.0,Male,56.4,79.35,Islamabad,Rejected
Muhabbat,19.0,Female,70.8,,Karachi,Rejected
Dilorom,17.0,Female,89.9,95.56,Rawalpindi,Accepted
Jasur,18.0,Male,72.5,69.56,Quetta,Rejected
Rida,22.0,Female,74.6,69.86,Quetta,Rejected
Sardor,22.0,Male,86.6,87.61,Multan,Accepted
Uzma,19.0,Female,61.4,53.78,Quetta,Rejected
Furqan,17.0,Male,68.7,74.73,Multan,Rejected
Omer,20.0,Male,72.6,41.99,Lahore,Rejected
Shazia,22.0,Female,62.0,99.0,Lahore,Rejected
Maftuna,21.0,Female,53.0,89.63,Rawalpindi,Rejected
Kashif,,Male,63.4,71.35,,Rejected
Bobur,16.0,Male,43.3,76.97,Lahore,Rejected
Shazia,18.0,Female,33.5,92.28,Peshawar,Rejected
Mohira,20.0,Female,46.1,99.0,Rawalpindi,Rejected
Zunaira,24.0,Female,81.3,91.48,Lahore,Accepted
Nargiza,20.0,Female,94.3,97.45,Karachi,Accepted
Danyal,19.2,Male,,,Multan,Accepted
Amna,22.0,Female,35.9,77.97,Karachi,Rejected
Uzma,18.0,Female,83.1,74.08,Multan,Accepted
Gulnora,21.0,Female,80.8,,Islamabad,Accepted
Eldor,17.0,,100.0,80.59,Karachi,Accepted
Hassan,18.0,Male,78.6,63.58,Multan,Rejected
Aliya,23.0,Female,61.3,89.06,Lahore,Rejected
Ibrohim,22.0,Male,83.8,91.3,Peshawar,Accepted
Faisal,19.0,Male,?,60.12,Lahore,Accepted
Farrukh,22.0,Male,93.5,69.58,Lahore,Accepted
Huma,21.0,Female,72.8,71.22,Karachi,Accepted
Amna,22.0,Female,96.5,90.44,Islamabad,Accepted
Hulkar,25.6,Female,81.5,56.58,Multan,Rejected
Junaid,22.0,Male,71.8,56.48,Islamabad,Rejected
Tariq,1.0,Male,59.9,89.44,Karachi,Rejected
Ali,18.0,fEmale,67.2,67.21,Quetta,Rejected
Amna,16.0,Female,100.0,88.34,Rawalpindi,Accepted
Faisal,20.0,,94.1,,,Accepted
Nasiba,19.0,Female,82.8,97.76,Lahore,Accepted
Rabia,17.0,Female,76.4,93.31,Rawalpindi,Accepted
Shafiq,17.0,Male,,76.79,Peshawar,Accepted
Zunaira,21.0,Female,93.2,40.0,Lahore,Accepted
Ayesha,18.0,Female,77.6,50.3,Rawalpindi,Rejected
Amir,20.0,Male,87.7,,,Accepted
Hassan,19.0,Male,92.4,61.74,Islamabad,Accepted
Tariq,1.0,Male,100.0,76.06,Islamabad,Accepted
Zainab,17.0,Female,36.2,,Peshawar,Rejected
Usman,20.0,Male,92.8,72.38,Multan,Accepted
,19.0,Female,74.1,65.5,Queta,Rejected
Zara,19.0,Female,73.1,51.57,Rawalpindi,Rejected
Bushra,21.0,Mal,85.2,90.15,Lahore,Accepted
Nimra,20.0,Female,84.5,67.05,Lahore,
Lochinbek,22.0,,67.0,65.87,Quetta,Rejected
Saim,19.0,Male,67.4,50.21,Multan,Rejected
Behruz,21.0,Male,71.3,na,Quetta,Rejected
Tayyaba,19.0,Female,64.0,85.56,Quetta,
Doniyor,24.0,Male,85.0,94.93,Islamabad,Accepted
Sadia,,Female,69.6,82.25,Multan,Rejected
Ayesha,21.0,Female,78.5,71.15,Rawalpindi,Accepted
Waqar,21.0,Male,77.3,76.88,Islamabad,Accepted
Irfan,19.0,Male,81.7,74.58,Rawalpindi,Rejected
Gulnora,21.0,Female,71.1,96.53,Quetta,Accepted
Shamsiddin,19.0,Male,87.0,102.21,Lahore,Accepted
Adnan  ,19.0,Male,75.6,97.0,Karachi,Accepted
Shazia,19.0,Female,52.7,94.27,Islamabad,Rejected
Sumera,16.0,Female,73.9,75.39,Quetta,Accepted
Talha,17.0,Male,73.6,74.02,Islamabad,Rejected
Aisha,20.0,Female,81.4,99.0,Multan,ACCEPTED
Sumera,23.0,Female,100.0,80.09,Karachi,Accepted
Tariq,22.0,Male,49.2,56.23,Islamabad,Rejected
Noor,21.0,Female,87.6,61.0,Rawalpindi,Accepted
Murtaza,18.0,Male,65.1,89.98,MULTAN,Accepted
Nasir,20.0,,75.2,44.12,Islamabad,Rejected
Nargiza,,Female,81.1,70.6,Islamabad,Accepted
Murtaza,23.0,Male,50.2,84.81,Quetta,Rejected
Zunaira,,Female,73.9,78.99,Lahore,Accepted
Lola,21.0,Female,83.0,85.59,Lahore,Accepted
Kamola,17.0,Female,62.9,99.0,Lahore,Accepted
Ibrohim,24.0,Male,77.4,69.05,Islamabad,Rejected
Huma,21.0,Female,93.7,88.07,Karachi,Accepted
Feruza,17.0,Female,57.4,99.0,Peshawar,Accepted
Nargiza,20.0,Female,63.9,97.63,Lahore,Accepted
Ozoda,19.0,Female,77.9,59.68,Peshwer,Rejected
Usman,25.0,Male,73.4,57.43,Multan,Rejected
Amjad,20.0,Male,72.9,73.52,Islamabad,Rejected
Taimur,21.0,Male,67.0,98.95,Quetta,Accepted
Maryam,19.0,Female,77.8,87.49,Islamabad,Accepted
Nadia,21.0,Female,94.4,59.07,Peshawar,Accepted
Otabek,21.0,Male,61.9,53.73,Multan,Rejected
Naeem,19.0,Male,55.0,,Peshawar,Rejected
Zunaira,19.8,Female,72.0,59.15,Peshawar,Rejected
Shehroz,20.0,Male,80.7,41.88,Multan,
Sadia,19.0,Female,72.5,,Peshawar,Accepted
Umida,21.0,Female,63.5,57.97,Rawalpindi,Rejected
Iqra,22.0,Female,92.3,92.68,Karachi,Accepted
Adnan,17.0,Male,74.2,79.52,Peshawar,Accepted
Farrukh,22.0,Male,89.7,,Lahore,Accepted
Tayyaba,19.0,Female,81.8,99.0,Lahore,Accepted
Nargiza,21.0,Female,104.9,,Rawalpindi,Accepted
Dilovar,18.0,Male,66.5,99.0,rawalpindi,Accepted
Mohira,17.0,Female,100.0,52.11,Karachi,
Bobur,18.0,Male,78.0,72.99,Multan,Rejected
Shahid,19.0,Male,77.0,89.42,Karachi,Accepted
Ozoda,22.0,Female,94.0,66.32,Karachi,Accepted
Asilbek,21.0,Male,66.7,81.62,Lahore,Rejected
Tayyaba,21.0,Female,91.8,83.94,Karachi,Accepted
Rehan,21.0,Male,65.6,61.15,Rawalpindi,Rejected
Kashif,21.0,Male,92.9,71.13,Lahore,Accepted
Ahmed,20.0,Male,62.4,64.83,Quetta,
Raza,19.0,Male,75.4,84.11,Multan,
Sitora,17.0,Female,71.1,62.8,Rawalpindi,Rejected
Mahnoor,21.0,Female,,99.0,Quetta,Accepted
Kiran,18.0,Female,95.9,unknown,Lahore,Accepted
Sherzod,18.0,Male,,41.89,Islamabad,Rejected
,22.0,Male,91.4,99.0,Karachi,Accepted
Shahid,17.0,Male,75.5,92.35,Lahore,Accepted
,20.0,Male,64.4,81.74,Lahore,Rejected
Kamran,19.0,Male,66.9,74.01,Quetta,Rejected
Hafsa,20.0,Female,91.9,71.85,Karachi,Accepted
Yulduz,18.0,Female,94.4,69.75,Multan,Accepted
Moiz,20.0,Male,89.7,78.59,Quetta,Accepted
Ulugbek,18.8,Male,75.7,89.35,Peshawar,Accepted
Nasir,16.0,Male,54.2,75.03,Lahore,Rejected
Zulfiya,16.0,Female,85.8,72.1,Rawalpindi,Accepted
Moiz,,Male,93.2,99.0,Karachi,Accepted
Danyal,21.0,Male,77.7,63.5,Karachi,Rejected
Arslan,21.0,Male,52.1,64.19,Rawalpindi,Rejected
Noor,18.0,Female,73.4,69.72,Karachi,Rejected
Malika,20.0,Female,79.7,63.44,Islamabad,Rejected
Sarvarbek,22.0,Male,61.2,69.95,Karachi,Rejected
Kamola,17.0,Female,81.1,77.87,Multan,
,20.0,Male,52.0,94.77,Lahore,Rejected
Nisha,23.0,Female,46.8,68.24,Islamabad,Rejected
Shazia,19.0,Female,63.2,72.57,Lahore,Rejected
Waleed,19.0,Male,62.5,99.0,Multan,Accepted
Muhabbat,17.0,Female,75.0,84.8,Peshawar,Accepted
Fatima,22.0,Female,76.5,93.01,Rawalpindi,Accepted
Adnan,18.0,Male,88.4,63.09,Lahoree,Accepted
Talha,23.0,Male,100.0,64.37,Rawalpindi,Accepted
Saima,20.0,Female,93.2,99.0,Multan,Accepted
Adnan,21.0,Male,193.0,99.0,Rawalpindi,Rejected
Raza,20.8,male,86.3,63.19,Multan,Accepted
Iqbol,21.0,Female,100.0,98.63,Rawalpindi,Accepted
Sidra,18.0,Female,81.5,60.54,,Accepted
Tayyaba,18.0,Female,81.1,93.78,Quetta,Accepted
Sumera,20.0,Female,74.7,96.84,Quetta,Accepted
Muhabbat,18.0,Female,83.5,75.39,Lahore,Accepted
Amjad,19.0,Male,50.9,99.0,Karachi,
Ozoda,18.0,Female,70.2,69.62,Karachi,Rejected
Mavluda,20.0,Female,61.4,77.63,Lahore,Rejected
Dilnoza,23.0,Female,73.5,75.01,Quetta,Rejected
Sobia,20.0,Female,88.2,89.88,Lahore,Accepted
Kamran,19.0,Male,84.5,40.0,Quetta,Rejected
Nabeel,19.0,Male,74.2,78.59,Peshawar,Accepted
Talha,19.0,Male,76.6,78.9,Peshawar,Accepted
Jasur,23.9,Male,85.1,,Islamabad,Accepted
Nasir,20.0,Male,88.7,60.14,Lahore,Accepted
Fahad,18.0,Mal,90.9,99.0,Karachi,Accepted
Usman,20.0,Male,88.9,88.09,Peshawar,Accepted
Naeem,21.0,Male,67.7,61.56,Multan,Rejected
Sitora,19.0,Female,85.0,85.04,Islamabad,Accepted
Zainab,21.0,Female,57.1,-1.07,Lahore,Rejected
Maftuna,19.0,Female,84.9,56.52,Lahore,Accepted
Mavluda,18.0,Female,73.0,86.26,Lahore,Rejected
,21.0,Male,unknown,93.59,Islamabad,Accepted
Behruz,18.0,F,100.0,75.43,Lahore,Accepted
Saima,16.0,Female,64.6,58.17,Quetta,Rejected
Gulnora,22.0,Female,92.5,74.24,Islamabad,Accepted
Adnan,20.0,Male,62.7,75.1,Quetta,Rejected
Shahid,20.0,Male,96.8,58.58,Islamabad,Accepted
Rukhsana,22.0,Female,83.1,78.25,Multan,Accepted
Danyal,23.0,Male,71.9,44.37,Islamabad,Rejected
Sidra,19.0,Female,63.6,99.0,Peshawar,Accepted
Moiz,22.0,Male,85.2,89.21,Multan,Accepted
Mirzo,24.0,Male,62.8,76.2,Peshawar,Rejected
Sardor,22.0,Male,81.7,99.0,Karachi,Accepted
Sherzod,21.0,Male,67.4,82.9,Peshawar,Rejected
Lola,18.0,Female,61.5,73.62,Multan,Rejected
Nashit,21.0,Female,92.4,68.57,Karachi,Accepted
Shehroz,22.0,Male,62.3,58.52,Lahore,Rejected
Sanjar,18.0,Male,70.5,76.86,Rawalpindi,Accepted
Yasir,21.0,Male,64.9,75.54,Islamabad,Rejected
Rida,23.0,Female,96.7,53.4,Multan,Accepted
Mohira,17.0,Female,71.4,72.82,Peshawar,Accepted
Adnan,22.0,Male,88.2,77.76,Karachi,Accepted
Otabek,18.0,Male,65.9,58.34,Karachi,Rejected
Shahnoza,19.0,Female,82.2,81.19,Peshawar,Accepted
Uzma,20.0,Female,77.5,54.68,,Rejected
Aisha,24.0,Female,70.7,81.11,Karachi,Accepted
Uzma,21.0,Female,100.0,69.03,Peshawar,Accepted
Fahad,18.0,Male,68.8,99.0,Rawalpindi,
Muslimbek,23.0,Male,46.2,67.95,Quetta,Rejected
Waqar,18.0,Male,57.3,74.77,Rawalpindi,Rejected
Yulduz,18.0,Female,83.0,72.19,Karachi,Accepted
Arslan,20.0,Male,64.7,81.74,Karachi,Rejected
Samina,20.0,Female,79.1,99.0,Quetta,Accepted
Sidra,22.0,Female,92.4,77.11,,Accepted
Hina,18.0,Female,61.3,81.86,Peshawar,Rejected
Abbos,21.0,Male,65.7,59.37,Multan,Rejected
Asad,21.0,Male,100.0,73.2,Lahore,Accepted
Asilbek,20.0,Male,54.3,86.11,Lahore,Rejected
Hulkar,21.0,Female,73.4,99.0,Quetta,Accepted
  Nargiza,18.0,Female,,90.63,Karachi,Accepted
Sarvinoz,20.0,Female,91.5,43.51,Islamabad,Rejected
Temur,20.0,Male,93.2,65.33,Peshawar,Accepted
Naeem,24.0,Male,75.0,65.04,Quetta,Rejected
Yulduz,21.0,Female,87.5,75.5,Rawalpindi,Accepted
Laziz,24.0,Male,90.7,70.4,,Accepted
Malika,17.0,Female,83.9,99.0,Islamabad,Accepted
Bobur,19.0,Male,67.9,47.35,Peshawar,Rejected
Gulnora,22.0,Female,,99.0,Rawalpindi,Accepted
Sadia,,Female,88.4,77.92,Quetta,Accepted
Nilufar,20.0,Female,99.3,49.99,Islamabad,Accepted
Fareeha,24.0,Female,69.3,85.91,Peshawar,Rejected
Salman,25.0,Male,62.9,96.7,Rawalpindi,Rejected
Raza,20.0,Male,53.9,91.75,Multan,Rejected
Waqar,24.2,Male,79.0,51.74,Karachi,Rejected
Tahir,18.0,,100.0,61.07,Karachi,Accepted
Nargiza,21.0,Female,69.7,57.82,Rawalpindi,Rejected
Muazzam,17.0,Female,67.6,47.98,Multan,Rejected
Yasir,18.0,Male,,68.09,Peshawar,Rejected
Ismail,19.0,Male,83.1,143.48,Islamabad,
Dilorom,22.0,Female,96.1,83.38,Quetta,Accepted
Yulduz,19.0,Female,64.0,78.19,Karachi,Rejected
Shamsiddin,22.0,Male,61.6,62.32,Islamabad,Rejected
Muazzam,18.0,Female,72.6,63.71,Lahore,Rejected
Ulugbek,20.0,Male,-25.0,62.06,Rawalpindi,Rejected
Nashit,21.0,Female,68.9,66.18,Multan,Rejected
Nimra,,Female,66.3,71.82,Rawalpindi,Rejected
Saqib,23.0,Male,61.1,100.65,Islamabad,Rejected
Humaira,16.0,Female,68.7,48.79,Karachi,Rejected
,21.0,Male,73.7,80.08,Lahore,Accepted
,22.0,Male,78.1,78.77,Peshawar,
Bekzod,17.0,Male,57.7,73.49,Rawalpindi,Rejected
Mansur,21.0,Male,46.6,99.0,Karachi,Rejected
Muazzam,21.0,Female,88.1,59.22,,Rejected
Uzma,22.0,Female,70.4,86.79,Karachi,Accepted
Humaira,19.0,Female,61.6,,Rawalpindi,Rejected
Fareeha,22.0,Female,77.1,77.63,Islamabad,Rejected
Maryam,21.0,Female,47.9,40.0,Lahore,Rejected
Mahnoor,,Female,83.2,85.71,Peshawar,Accepted
Aisha,19.0,Female,56.6,56.08,Multan,Rejected
Eldor,19.0,Male,73.5,88.55,Islamabad,Accepted
Iqra,21.0,Female,53.9,99.0,Lahore,Rejected
Mohira,21.0,Female,85.6,66.2,Lahore,Accepted
Nilufar,18.0,Female,64.5,87.19,Karachi,Rejected
Kashif,18.0,,92.3,90.39,Multan,Accepted
Nashit,19.0,Female,82.3,,Islamabad,Accepted
Feruza,22.0,Female,49.4,66.55,Multan,Rejected
Rehan,17.0,Male,48.6,83.28,Lahore,Rejected
Iqbol,18.0,Female,81.3,-9.9,Multan,Accepted
Saima,23.0,Female,99.4,61.5,Lahore,Accepted
Rida,,Female,62.2,99.0,Quetta,Accepted
Nisha,18.0,Female,60.3,70.04,Peshawar,Rejected
Amna,21.0,Female,67.6,86.68,Islamabad,Rejected
Bekzod,16.0,Male,73.4,,Multan,Rejected
Tariq,-3.0,Male,92.8,62.61,Rawalpindi,Accepted
Tahir,17.0,Male,79.1,54.29,Islamabad,Rejected
Nashit,20.0,Female,82.7,63.81,Multan,Rejected
Behruz,--,Male,43.8,67.46,Lahore,Rejected
Saim,24.0,Male,78.3,78.05,Peshawar,Rejected
Ali,,Male,83.5,70.27,Lahore,Rejected
Taimur,22.0,Male,100.0,74.19,Islamabad,Accepted
Saqib,21.0,Male,67.4,65.95,,Rejected
Ahmed,24.0,Male,69.9,77.52,Multan,Rejected
Tariq,22.0,Male,95.4,63.28,Islamabad,Accepted
Asilbek,22.0,Male,90.1,-15.4,Rawalpindi,Accepted
Yulduz,23.0,Female,54.5,69.38,Karachi,Rejected
Sadia,19.0,Female,97.2,82.25,Multan,Accepted
Muazzam,20.0,Female,68.7,85.06,Quetta,Accepted
Tariq,21.0,Male,67.4,58.37,Peshawar,Rejected
Talha,23.0,Male,74.5,64.47,Multan,Rejected
Saim,19.0,Male,77.2,90.43,Lahore,Accepted
Noor,22.0,Female,82.1,84.36,Islamabad,Accepted
Saqib,24.0,Male,72.3,81.37,Karachi,Accepted
Farrukh,24.0,Male,,,Rawalpindi,Accepted
Javlon,21.0,,87.6,74.56,Peshawar,Accepted
Nasiba,22.0,Female,67.4,77.53,Peshawar,Accepted
Rida,21.0,Female,81.1,59.02,Karachi,Rejected
Sajid,16.0,Male,,60.38,Lahore,Accepted
Nisha,20.0,Female,88.8,89.96,Quetta,Accepted
Sara,19.0,Female,76.6,72.72,Lahore,Accepted
Mansur,23.0,Male,85.8,61.65,,
Mavluda,18.0,Female,84.1,81.14,Lahore,Accepted
Shoira,24.0,Female,64.2,,Peshawar,Rejected
Imran,23.0,Male,73.1,92.11,Rawalpindi,Accepted
Shahid,19.0,Male,80.9,85.0,islamabad,Accepted
Nasir,13.0,Male,,51.63,Quetta,Rejected
Murtaza,18.0,Male,84.5,99.0,Quetta,Accepted
Hina,16.0,Female,67.8,67.02,Karachi,Rejected
Mirzo,18.0,Male,58.5,52.35,Karachi,Rejected
Samina,20.0,Female,85.0,83.24,Multan,Accepted
Mahnoor,20.0,Female,91.0,82.74,Islamabad,Accepted
Nilufar,20.0,Female,82.8,79.63,Lahore,Accepted
Mirzo,,Male,75.8,41.3,Peshawar,Rejected
Mansur,22.0,Male,71.1,76.83,Multan,Rejected
Taimur,22.0,Male,53.3,45.95,Peshawar,Rejected
Amna,16.0,Female,99.2,77.82,Lahore,Accepted
Kashif,18.0,Male,40.9,77.56,Lahore,Rejected
Waqar,20.0,Male,69.8,79.66,Karachi,Rejected
Naeem,21.0,Male,47.0,99.0,Lahore,Rejected
Kamol,16.0,Male,73.1,86.57,Multan,Rejected
Sitora,17.0,Female,54.5,,Quetta,Rejected
Sardor,18.0,Male,62.5,99.0,Multan,Accepted
Nadia,20.0,Female,79.6,64.02,Rawalpindi,
Fareeha,22.0,Female,99.7,42.68,Islamabad,Accepted
Sanjar,24.0,Male,68.1,101.16,Multan,Accepted
Feruza,19.0,Female,53.5,65.28,Multan,Rejected
Waqar,23.0,Male,117.0,99.0,Lahore,Accepted
Sidra,18.0,Female,75.8,,Quetta,Accepted
Farzana,18.0,,76.8,99.0,Karachi,Accepted
Arslan,19.2,Male,100.0,73.88,Karachi,Accepted
Eldor,20.0,Male,,71.9,Rawalpindi,Accepted
Nashit,22.0,Female,85.8,73.43,Karachi,Accepted
Babar,21.0,Male,98.7,83.26,Islamabad,Accepted
Tayyaba,19.0,Female,100.0,92.64,Islamabad,Accepted
Zainab,20.0,Female,50.0,44.11,Lahore,Rejected
Rehan,20.0,Male,73.3,81.85,Lahore,Accepted
Waqar,22.0,Male,,71.85,Multan,Accepted
Muslimbek,20.0,Male,87.4,50.64,Multan,Rejected
Mirzo,22.0,Male,93.1,99.0,Multan,Accepted
Sardor,19.0,Male,63.7,55.19,Islamabad,Rejected
Sana,21.0,Female,82.0,99.0,Rawalpindi,Accepted
Sana,18.0,Female,72.0,75.73,Multan,Accepted
Bushra,17.0,Female,85.0,42.27,Lahore,Rejected
Shehroz,21.0,Male,62.5,83.74,Lahore,Rejected
Asilbek,20.0,Male,89.0,85.19,Karachi,Accepted
Zainab,19.0,Female,87.9,63.87,Islamabad,
Sanjar,23.0,Male,-41.0,71.44,Lahore,Accepted
Zunaira,,Female,92.1,74.81,Multan,Accepted
Shahid,19.0,Male,72.3,65.01,Multan,Rejected
Nisha,21.0,Female,56.0,65.44,Rawalpindi,Rejected
Sarvinoz,21.0,Female,71.3,64.79,Peshawar,Rejected
Behruz,16.0,Male,64.2,97.78,Lahore,Accepted
Ulugbek,18.0,Male,90.7,93.2,Karachi,reject
Iqra,23.0,Female,83.5,64.88,Islamabad,reject
Furqan,18.0,Male,85.8,79.34,Peshawar,Accepted
Hina,21.0,Female,75.7,64.81,Lahore,Rejected
,,Male,100.0,74.36,Karachi,Accepted
Taimur,19.0,Male,75.6,68.53,Islamabad,Rejected
Iqra,21.0,Female,81.7,64.03,Karachi,Rejected
Noor,21.0,Female,81.1,69.04,Multan,Accepted
Sajid,18.0,Male,43.5,60.43,Multan,Rejected
Salman,20.0,Male,64.8,70.33,Karachi,Rejected
Zubair,18.0,Male,72.2,94.84,Rawalpindi,Accepted
Shoira,19.0,Female,100.0,66.4,Quetta,Accepted
Fareeha,21.0,Female,89.0,64.3,Rawalpindi,Accepted
Kamran,18.0,Male,73.8,67.78,Quetta,Rejected
Dilovar,23.0,Male,66.3,99.0,Islamabad,Accepted
Khurram,23.0,Male,70.8,54.63,Lahore,Rejected
Aisha,20.0,Female,69.7,79.97,Peshawar,Accepted
Sidra,21.0,Female,73.8,78.99,Karachi,Accepted
Naeem,21.0,Male,92.2,63.2,Quetta,Accepted
Hafsa,0.0,Female,89.9,79.67,Rawalpindi,Accepted
Kamol,18.0,Male,91.0,103.86,Lahore,Accepted
Sarvinoz,23.0,Female,50.7,48.62,Lahore,Rejected
Raza,20.0,Male,56.8,72.64,Quetta,Rejected
Ayesha,24.0,Female,100.0,77.05,Multan,Accepted
Shoira,18.0,Female,97.9,75.35,Islamabad,Accepted
Ahmed,20.6,Male,87.1,60.59,Islamabad,Rejected
Dilnoza,20.0,Female,77.7,64.25,lahore,Rejected
Nabeel,21.0,Male,,84.43,Quetta,Accepted
Ibrohim,17.0,Male,,70.63,Quetta,Accepted
Muazzam,21.0,Female,65.3,79.68,Multan,Rejected
Shahnoza,26.0,Female,,99.0,Lahore,Accepted
Zainab,21.0,Female,,60.33,Quetta,Accepted
Moiz,21.0,Male,73.6,73.86,Multan,Rejected
Ahmed,19.0,Male,85.8,68.92,Lahore,Accepted
Sana,20.0,Female,100.0,81.31,Lahore,Accepted
Iqra,18.0,Female,74.3,71.4,Lahore,Rejected
Rohail,20.0,Male,98.8,57.21,Rawalpindi,Accepted
Umida,19.0,Female,75.3,67.34,Multan,Rejected
Zaid,22.6,Male,96.4,68.68,Islamabad,Accepted
Yasir,21.0,Male,64.9,75.54,Islamabad,Rejected
Aliya,19.0,Female,74.0,99.0,Islamabad,Rejectd
Danyal,17.0,Male,55.6,80.05,Islamabad,Rejected
Nargiza,19.0,Female,84.7,-14.5,Karachi,Accepted
Yulduz,20.0,Female,93.1,61.19,Rawalpindi,Accepted
Rukhsana,22.0,Female,82.7,52.63,Karachi,
Yasir,20.0,Male,92.4,94.74,Rawalpindi,Accepted
Zunaira,,Female,100.0,99.0,Rawalpindi,Accepted
Mirzo,23.0,Male,78.0,61.11,Quetta,Rejected
Yasir,18.0,Male,63.1,89.08,Lahore,Rejected
Sardor,22.0,Male,80.7,76.63,Islamabad,Accepted
Sarvarbek,21.0,Male,82.7,86.14,Karachi,Accepted
Aisha,19.0,Female,38.2,67.29,Multan,Rejected
Rehan,21.0,Male,79.7,77.72,Islamabad,Accepted
Zainab,19.0,Female,85.9,61.43,Multan,Accepted
Zulfiya,18.0,Female,66.0,90.69,Islamabad,Accepted
Kamol,,Male,81.3,65.86,Multan,Rejected
Amna,20.0,Female,87.7,64.63,Rawalpindi,Accepted
Rehan,16.0,Male,74.6,40.0,Quetta,Rejected
Kamran,20.0,Male,82.5,78.38,Multan,Accepted
Muslimbek,18.0,Male,77.4,62.57,Karachi,
Nasiba,16.0,Female,83.4,91.8,Peshawar,Accepted
Sadia,17.0,Female,71.3,80.85,Quetta,Accepted
Ismail,23.2,Male,82.2,78.51,Islamabad,Accepted
Sidra,20.0,Female,77.4,92.33,Multan,Accepted
Abbos,19.0,Male,72.8,95.42,Karachi,Accepted
Javlon,23.0,Male,87.4,78.68,Rawalpindi,Accepted
Ozoda,23.0,Female,,68.02,Islamabad,Rejected
Yulduz,20.0,Female,49.5,,Peshawar,Rejected
Asilbek,18.0,Male,80.3,102.2,Peshawar,Rejected
Kiran,19.0,Female,66.2,65.66,Karachi,Rejected
Waleed,21.0,Male,66.2,70.11,Lahore,Rejected
Jasur,20.0,Male,,88.2,Quetta,Accepted
Fahad,17.0,Male,58.5,73.83,RAWALPINDI,Rejected
,23.0,Female,75.5,89.96,Islamabad,Accepted
Raza,22.0,Male,63.6,58.25,Rawalpindi,Rejected
Ismail,,Male,86.8,69.77,Quetta,Accepted
Fatima,17.0,Female,72.6,74.05,Lahore,Rejected
Sumera,18.0,Female,55.5,78.31,Peshawar,Rejected
Bushra,16.0,Female,67.8,87.05,,Accepted
Bekzod,20.0,Male,82.4,77.93,Rawalpindi,Accepted
Fatima,20.0,Female,99.0,66.34,Rawalpindi,Accepted
Irfan,19.0,Male,77.3,81.72,Peshawar,Accepted
Fahad,18.0,,87.6,77.1,Karachi,Accepted
Nasiba,18.0,Female,,95.53,Multan,Accepted
Taimur,21.0,Male,90.0,84.54,Rawalpindi,Accepted
Doniyor,23.0,Male,82.8,99.0,Quetta,Accepted
,16.0,Female,71.2,93.14,Karachi,Accepted
,20.0,Male,74.6,67.35,Peshawar,Rejected
Danyal,19.0,Male,87.9,54.39,Rawalpindi,Rejected
Muslimbek,18.0,Male,68.4,57.91,Karachii,Rejected
Sarvinoz,20.0,,73.4,50.8,Lahore,Rejected
Mahnoor,17.0,Female,83.4,67.02,Lahore,Accepted
Javlon,19.0,Male,88.1,99.0,Multan,Accepted
Zara,21.0,Female,95.1,70.3,Multan,Accepted
Farzana,17.0,Female,78.1,90.77,Lahore,Accepted
Bobur,19.0,Male,69.1,96.51,Quetta,Accepted
Nadia,23.0,Female,59.5,92.56,Lahore,Rejected
Bobur,16.0,Male,70.7,99.0,Karachi,Accepted
Muzammil,18.0,Male,80.6,73.52,Multan,Rejected
Nargiza,21.0,,95.0,62.39,Islamabad,Accepted
Zainab,20.0,Female,65.9,76.32,Islamabad,Accepted
Ulugbek,20.0,Male,,57.75,Karachi,Accepted
Muniba,19.0,Female,61.2,90.34,Peshawar,Rejected
Abbos,20.0,Male,65.1,69.05,Rawalpindi,Rejected
Lola,23.0,Female,91.9,74.45,Karachi,Accepted
Abbos,20.0,Male,76.7,97.34,Karachi,Accepted
Nabeel,19.0,Male,79.2,82.35,Lahore,Accepted
Mahnoor,20.0,Female,88.3,80.43,Multan,Accepted
Rukhsana,20.0,Female,96.2,,Lahore,Accepted
Jasur,19.0,Male,,67.4,Multan,Rejected
