"Name","Age","Gender","Admission Test Score","High School Percentage","City","Admission Status"
"Usman","19.00","","83.20","64.55","Multan","Accepted"
"Yasir","22.00","Male","83.90","44.52","Peshawar","Rejected"
"Farzana","19.00","Female","90.70","77.94","Karachi","Accepted"
"Barno","16.00","Female","52.50","65.45","Quetta","Rejected"
"Saima","24.00","Female","74.30","74.83","Rawalpindi","Accepted"
"Uzma","18.00","Female","59.00","84.41","Quetta","Rejected"
"Irfan","16.00","Male","100.00","84.29","Multan",""
"Otabek","21.00","Male","103.80","69.61","Quetta","Accepted"
"Zainab","20.00","Female","71.60","54.66","Peshawar","Rejected"
"Doniyor","","Male","60.80","86.64","Multan","Accepted"
"Asad","18.00","FEMALE","98.90","77.67","Peshawar","Accepted"
"Aisha","20.00","Female","59.10","49.20","Lahore","Rejected"
"Fahad","18.00","Male","","63.65","Quetta","Rejected"
"Babar","18.00","Male","100.00","68.52","Islamabad","Accepted"
"Kashif","17.00","Male","89.70","89.18","Karachi","Accepted"
"Lochinbek","0.00","Male","81.00","74.04","Karachi","Accepted"
"Zulfiya","20.00","Female","69.80","77.51","Quetta","Rejected"
"Maftuna","19.00","Female","58.90","66.15","Islamabad","Rejected"
"Hamza","23.00","Male","55.40","79.83","Islamabad","Rejected"
"Waleed","19.00","Male","90.10","45.76","Islamabad","Rejected"
"Adnan","17.00","Male","47.40","78.36","Karachi","Rejected"
"Faisal","20.00","Male","80.00","67.98","Karachi","Accepted"
"Farrukh","22.00","Male","95.10","88.06","Quetta","Accepted"
"Sidra","18.00","Female","77.50","74.66","Peshawar","Accepted"
"Shehroz","22.00","Male","59.90","96.36","Multan","Rejected"
"Nodir","22.00","Male","","67.80","Islamabad","Accepted"
"Lochinbek","19.00","Male","42.20","86.59","Islamabad","Rejected"
"Ahmed","26.00","Male","77.40","75.37","Multan","Accepted"
"Otabek","22.00","Male","75.90","86.21","Islamabad","Accepted"
"Tahir","21.00","Male","74.70","67.25","Karachi","Rejected"
"Nodir","23.00","Male","85.10","96.35","Peshawar","Accepted"
"Doniyor","22.00","Male","100.00","82.49","Islamabad","Accepted"
"Barno","18.00","Female","90.10","69.12","Islamabad","Accepted"
"Haris","18.00","Male","58.00","74.23","Rawalpindi","Rejected"
"Ulugbek","20.00","Male","94.70","65.77","Multan","Accepted"
"Usman","22.00","Male","62.10","73.80","Karachi","Rejected"
"Amir","20.40","Male","72.80","48.30","Quetta","accept"
"Zara","22.00","","72.40","79.65","Multan","Accepted"
"Otabek","17.00","Male","100.00","59.90","Lahore","Accepted"
"Salman","22.00","Male","47.40","99.00","Multan","Rejected"
"Abbos  ","16.00","Male","92.90","84.97","Multan","Accepted"
"Amna","17.00","Female","51.10","58.00","Lahore","Rejected"
"Saim","19.00","Male","91.50","99.00","Lahore","Accepted"
"Zulfiya","18.00","Female","80.20","64.16","Karachi","Rejected"
"Javed","19.00","Male","100.00","99.00","Lahore",""
"Kashif","20.00","Male","98.50","69.71","Rawalpindi","Accepted"
"Uzma","22.00","Female","70.60","68.51","Quetta","Rejected"
"","23.00","Male","65.80","48.91","Multan","Rejected"
"Muhabbat","20.00","Female","71.60","74.44","Islamabad","Rejected"
"Javed","19.00","Male","69.00","77.45","Rawalpindi","Rejected"
"Iqbol","22.00","Female","76.60","78.86","Peshawar","Accepted"
"Nimra","21.00","Female","74.30","45.92","Rawalpindi","Rejected"
"Abbos","24.00","Male","77.20","42.37","Quetta","Rejected"
"","21.00","","88.00","82.37","Multan","Accepted"
"Umida","21.00","Female","46.80","49.63","Rawalpindi","Rejected"
"Mohira","20.00","Female","64.00","69.81","Karachi","Rejected"
"Nargiza","21.00","Female","104.90","","Rawalpindi","Accepted"
"Waleed","24.00","Male","86.50","79.67","Islamabad","Accepted"
"Junaid","21.00","Male","94.90","95.21","Lahore","Accepted"
"Mehwish","24.00","Female","88.10","64.80","KARACHI","Accepted"
"Nashit","22.00","Female","81.00","","Peshawar","Accepted"
"Rida","16.00","Female","81.90","87.32","Rawalpindi","Accepted"
"Muazzam","19.00","Female","99.40","84.95","Rawalpindi","Accepted"
"Fatima","19.00","Female","69.90","78.23","Peshawar","Rejected"
"Amjad","22.00","Male","76.20","59.26","Lahore","Rejected"
"Bekzod","19.00","Male","82.00","55.62","Islamabad","Rejected"
"Iqbol","21.00","Female","100.00","89.25","Rawalpindi","Accepted"
"Zamira","18.00","Female","74.10","60.43","Karachi","Rejected"
"Rida","24.00","Female","74.10","82.27","Peshawar","Accepted"
"Temur","","Male","68.10","95.46","Quetta","Accepted"
"Zunaira","19.00","Female","64.30","87.51","Multan","Rejected"
"Nisha","18.00","Female","95.90","99.00","Multan","Accepted"
"Ayesha","19.00","Female","53.20","87.96","Quetta","Rejected"
"Hulkar","20.00","Female","83.70","87.13","Peshawar","Accepted"
"Ayesha","18.00","Female","76.80","99.00","Quetta","Accepted"
"Kamola","20.00","Female","80.80","89.32","Multan","Accepted"
"Nashit","23.00","Female","99.50","63.13","Peshawar","Accepted"
"Maryam","21.00","Female","87.00","67.10","Multan","Accepted"
"Iqra","21.00","Female","95.00","58.26","Rawalpindi","Accepted"
"Ayesha","17.00","Female","84.50","90.15","Islamabad","Accepted"
"Nisha","23.00","Female","91.90","52.16","Islamabad","Accepted"
"Nadia","21.00","Female","62.90","77.49","Quetta","Rejected"
"Zaid","55.00","Male","66.20","51.08","Lahore","Rejected"
"Fareeha","22.00","Female","94.10","41.86","Karachi","Rejected"
"Barno","20.00","Female","79.50","99.00","Islamabad","Accepted"
"","19.00","Male","72.40","69.21","Lahore","Rejected"
"Shahnoza  ","18.00","Female","72.20","61.27","Lahore","Rejected"
"Javed","22.00","Male","64.60","85.10","Lahore","Rejected"
"Uzma","20.00","Female","77.50","75.41","Multan","Rejected"
"Danyal","17.80","Male","50.50","58.49","Peshawar","Rejected"
"Mohira","21.00","Female","87.40","59.01","Peshawar","Accepted"
"Bushra","16.00","Female","84.50","57.22","Multan","Rejected"
"Hamza","17.00","Male","75.90","47.26","Lahore","Rejected"
"Hulkar","19.00","Female","100.00","90.41","Peshawar","Accepted"
"Eldor","20.00","Male","","73.39","Rawalpindi","Accepted"
"","20.80","Male","63.40","56.10","","Rejected"
"Sobia","23.00","Female","85.60","96.34","Islamabad","Accepted"
"Taimur","21.00","Male","93.60","52.60","Lahore","Accepted"
"Mansur","17.60","Male","91.50","68.02","Islamabad","Accepted"
"Maryam","20.00","Female","79.70","99.00","Peshawar","Accepted"
"Humaira","24.00","Female","82.50","65.47","Islamabad","Accepted"
"Aliya","17.00","","61.80","77.14","Multan","Rejected"
"Dilorom","24.00","Female","55.00","78.68","Rawalpindi","Rejected"
"","21.00","Female","74.00","65.88","Islamabad","Rejected"
"Farzana","21.00","Female","72.30","99.00","Karachi","Accepted"
"","16.00","Female","64.00","73.46","Islamabad","Rejected"
"Salman","20.00","Male","66.40","61.69","Multan","Rejected"
"Kamran","99.00","Male","99.20","90.64","Multan","Accepted"
"Irfan","22.00","Male","69.70","","QUETTA","Rejected"
"Hafsa","23.00","Female","100.00","47.60","Quetta","Accepted"
"Muazzam","21.00","Female","74.00","78.47","Multan","Accepted"
"Behruz","21.00","Male","76.80","99.00","Multan","Accepted"
"Rukhsana","18.50","Female","75.50","99.00","Islamabad","Accepted"
"Ahmed","19.00","Male","57.10","85.87","Karachi","Rejected"
"Hamza","19.00","Male","110.80","86.24","Peshawar","Accepted"
"Zulfiya","20.00","Female","71.50","55.85","Peshawar","Rejected"
"Nadia","20.00","Female","96.10","93.30","Multan","Accepted"
"Muhabbat","18.00","Female","","47.83","Karachi","Rejected"
"Sana","19.00","Female","67.90","74.84","Rawalpindi","Rejected"
"Babar","22.00","Male","73.70","74.44","Quetta","Accepted"
"Usman","20.90","Male","76.10","60.68","Lahore","Rejected"
"Humaira","18.00","Female","49.30","83.09","Rawalpindi","Rejected"
"Bekzod","18.00","Male","74.00","83.45","Karachi","Accepted"
"Shahid","20.00","Male","100.00","57.49","Peshawar","Accepted"
"Nashit","16.00","Female","63.50","90.01","Karachi","Accepted"
"Raza","17.00","Male","69.50","82.05","Quetta","Accepted"
"Imran","17.00","Male","54.40","79.55","Quetta","Rejected"
"Humaira","21.00","Female","53.60","87.48","Peshawar",""
"Fahad","23.00","Male","92.90","67.92","Rawalpindi","Accepted"
"Nasiba","20.00","Female","96.90","83.49","Lahore","Accepted"
"Samina","20.00","Female","80.70","87.49","Quetta","Accepted"
"Lola","21.00","Female","92.60","77.39","","Accepted"
"Tayyaba","19.00","Female","69.10","91.48","Lahore","Accepted"
"Yasir","22.00","Male","-29.00","44.24","Karachi","Rejected"
"Shahnoza","20.00","Female","67.20","88.36","Islamabad","Accepted"
"Nargiza","17.00","Female","93.40","78.82","Rawalpindi","Accepted"
"Nasir","24.00","Male","90.00","74.19","","Accepted"
"Zara","18.00","Female","79.00","63.61","Multan","Rejected"
"Noor","23.00","Female","82.60","67.97","Multan","Accepted"
"Babar","21.00","Male","56.40","79.35","Islamabad","Rejected"
"Muhabbat","19.00","Female","70.80","","Karachi","Rejected"
"Dilorom","17.00","Female","89.90","95.56","Rawalpindi","Accepted"
"Jasur","18.00","Male","72.50","69.56","Quetta","Rejected"
"Rida","22.00","Female","74.60","69.86","Quetta","Rejected"
"Sardor","22.00","Male","86.60","87.61","Multan","Accepted"
"Uzma","19.00","Female","61.40","53.78","Quetta","Rejected"
"Furqan","17.00","Male","68.70","74.73","Multan","Rejected"
"Omer","20.00","Male","72.60","41.99","Lahore","Rejected"
"Shazia","22.00","Female","62.00","99.00","Lahore","Rejected"
"Maftuna","21.00","Female","53.00","89.63","Rawalpindi","Rejected"
"Kashif","","Male","63.40","71.35","","Rejected"
"Bobur","16.00","Male","43.30","76.97","Lahore","Rejected"
"Shazia","18.00","Female","33.50","92.28","Peshawar","Rejected"
"Mohira","20.00","Female","46.10","99.00","Rawalpindi","Rejected"
"Zunaira","24.00","Female","81.30","91.48","Lahore","Accepted"
"Nargiza","20.00","Female","94.30","97.45","Karachi","Accepted"
"Danyal","19.20","Male","","","Multan","Accepted"
"Amna","22.00","Female","35.90","77.97","Karachi","Rejected"
"Uzma","18.00","Female","83.10","74.08","Multan","Accepted"
"Gulnora","21.00","Female","80.80","","Islamabad","Accepted"
"Eldor","17.00","","100.00","80.59","Karachi","Accepted"
"Hassan","18.00","Male","78.60","63.58","Multan","Rejected"
"Aliya","23.00","Female","61.30","89.06","Lahore","Rejected"
"Ibrohim","22.00","Male","83.80","91.30","Peshawar","Accepted"
"Faisal","19.00","Male","","60.12","Lahore","Accepted"
"Farrukh","22.00","Male","93.50","69.58","Lahore","Accepted"
"Huma","21.00","Female","72.80","71.22","Karachi","Accepted"
"Amna","22.00","Female","96.50","90.44","Islamabad","Accepted"
"Hulkar","25.60","Female","81.50","56.58","Multan","Rejected"
"Junaid","22.00","Male","71.80","56.48","Islamabad","Rejected"
"Tariq","1.00","Male","59.90","89.44","Karachi","Rejected"
"Ali","18.00","fEmale","67.20","67.21","Quetta","Rejected"
"Amna","16.00","Female","100.00","88.34","Rawalpindi","Accepted"
"Faisal","20.00","","94.10","","","Accepted"
"Nasiba","19.00","Female","82.80","97.76","Lahore","Accepted"
"Rabia","17.00","Female","76.40","93.31","Rawalpindi","Accepted"
"Shafiq","17.00","Male","","76.79","Peshawar","Accepted"
"Zunaira","21.00","Female","93.20","40.00","Lahore","Accepted"
"Ayesha","18.00","Female","77.60","50.30","Rawalpindi","Rejected"
"Amir","20.00","Male","87.70","","","Accepted"
"Hassan","19.00","Male","92.40","61.74","Islamabad","Accepted"
"Tariq","1.00","Male","100.00","76.06","Islamabad","Accepted"
"Zainab","17.00","Female","36.20","","Peshawar","Rejected"
"Usman","20.00","Male","92.80","72.38","Multan","Accepted"
"","19.00","Female","74.10","65.50","Queta","Rejected"
"Zara","19.00","Female","73.10","51.57","Rawalpindi","Rejected"
"Bushra","21.00","Mal","85.20","90.15","Lahore","Accepted"
"Nimra","20.00","Female","84.50","67.05","Lahore",""
"Lochinbek","22.00","","67.00","65.87","Quetta","Rejected"
"Saim","19.00","Male","67.40","50.21","Multan","Rejected"
"Behruz","21.00","Male","71.30","","Quetta","Rejected"
"Tayyaba","19.00","Female","64.00","85.56","Quetta",""
"Doniyor","24.00","Male","85.00","94.93","Islamabad","Accepted"
"Sadia","","Female","69.60","82.25","Multan","Rejected"
"Ayesha","21.00","Female","78.50","71.15","Rawalpindi","Accepted"
"Waqar","21.00","Male","77.30","76.88","Islamabad","Accepted"
"Irfan","19.00","Male","81.70","74.58","Rawalpindi","Rejected"
"Gulnora","21.00","Female","71.10","96.53","Quetta","Accepted"
"Shamsiddin","19.00","Male","87.00","102.21","Lahore","Accepted"
"Adnan  ","19.00","Male","75.60","97.00","Karachi","Accepted"
"Shazia","19.00","Female","52.70","94.27","Islamabad","Rejected"
"Sumera","16.00","Female","73.90","75.39","Quetta","Accepted"
"Talha","17.00","Male","73.60","74.02","Islamabad","Rejected"
"Aisha","20.00","Female","81.40","99.00","Multan","ACCEPTED"
"Sumera","23.00","Female","100.00","80.09","Karachi","Accepted"
"Tariq","22.00","Male","49.20","56.23","Islamabad","Rejected"
"Noor","21.00","Female","87.60","61.00","Rawalpindi","Accepted"
"Murtaza","18.00","Male","65.10","89.98","MULTAN","Accepted"
"Nasir","20.00","","75.20","44.12","Islamabad","Rejected"
"Nargiza","","Female","81.10","70.60","Islamabad","Accepted"
"Murtaza","23.00","Male","50.20","84.81","Quetta","Rejected"
"Zunaira","","Female","73.90","78.99","Lahore","Accepted"
"Lola","21.00","Female","83.00","85.59","Lahore","Accepted"
"Kamola","17.00","Female","62.90","99.00","Lahore","Accepted"
"Ibrohim","24.00","Male","77.40","69.05","Islamabad","Rejected"
"Huma","21.00","Female","93.70","88.07","Karachi","Accepted"
"Feruza","17.00","Female","57.40","99.00","Peshawar","Accepted"
"Nargiza","20.00","Female","63.90","97.63","Lahore","Accepted"
"Ozoda","19.00","Female","77.90","59.68","Peshwer","Rejected"
"Usman","25.00","Male","73.40","57.43","Multan","Rejected"
"Amjad","20.00","Male","72.90","73.52","Islamabad","Rejected"
"Taimur","21.00","Male","67.00","98.95","Quetta","Accepted"
"Maryam","19.00","Female","77.80","87.49","Islamabad","Accepted"
"Nadia","21.00","Female","94.40","59.07","Peshawar","Accepted"
"Otabek","21.00","Male","61.90","53.73","Multan","Rejected"
"Naeem","19.00","Male","55.00","","Peshawar","Rejected"
"Zunaira","19.80","Female","72.00","59.15","Peshawar","Rejected"
"Shehroz","20.00","Male","80.70","41.88","Multan",""
"Sadia","19.00","Female","72.50","","Peshawar","Accepted"
"Umida","21.00","Female","63.50","57.97","Rawalpindi","Rejected"
"Iqra","22.00","Female","92.30","92.68","Karachi","Accepted"
"Adnan","17.00","Male","74.20","79.52","Peshawar","Accepted"
"Farrukh","22.00","Male","89.70","","Lahore","Accepted"
"Tayyaba","19.00","Female","81.80","99.00","Lahore","Accepted"
"Nargiza","21.00","Female","104.90","","Rawalpindi","Accepted"
"Dilovar","18.00","Male","66.50","99.00","rawalpindi","Accepted"
"Mohira","17.00","Female","100.00","52.11","Karachi",""
"Bobur","18.00","Male","78.00","72.99","Multan","Rejected"
"Shahid","19.00","Male","77.00","89.42","Karachi","Accepted"
"Ozoda","22.00","Female","94.00","66.32","Karachi","Accepted"
"Asilbek","21.00","Male","66.70","81.62","Lahore","Rejected"
"Tayyaba","21.00","Female","91.80","83.94","Karachi","Accepted"
"Rehan","21.00","Male","65.60","61.15","Rawalpindi","Rejected"
"Kashif","21.00","Male","92.90","71.13","Lahore","Accepted"
"Ahmed","20.00","Male","62.40","64.83","Quetta",""
"Raza","19.00","Male","75.40","84.11","Multan",""
"Sitora","17.00","Female","71.10","62.80","Rawalpindi","Rejected"
"Mahnoor","21.00","Female","","99.00","Quetta","Accepted"
"Kiran","18.00","Female","95.90","","Lahore","Accepted"
"Sherzod","18.00","Male","","41.89","Islamabad","Rejected"
"","22.00","Male","91.40","99.00","Karachi","Accepted"
"Shahid","17.00","Male","75.50","92.35","Lahore","Accepted"
"","20.00","Male","64.40","81.74","Lahore","Rejected"
"Kamran","19.00","Male","66.90","74.01","Quetta","Rejected"
"Hafsa","20.00","Female","91.90","71.85","Karachi","Accepted"
"Yulduz","18.00","Female","94.40","69.75","Multan","Accepted"
"Moiz","20.00","Male","89.70","78.59","Quetta","Accepted"
"Ulugbek","18.80","Male","75.70","89.35","Peshawar","Accepted"
"Nasir","16.00","Male","54.20","75.03","Lahore","Rejected"
"Zulfiya","16.00","Female","85.80","72.10","Rawalpindi","Accepted"
"Moiz","","Male","93.20","99.00","Karachi","Accepted"
"Danyal","21.00","Male","77.70","63.50","Karachi","Rejected"
"Arslan","21.00","Male","52.10","64.19","Rawalpindi","Rejected"
"Noor","18.00","Female","73.40","69.72","Karachi","Rejected"
"Malika","20.00","Female","79.70","63.44","Islamabad","Rejected"
"Sarvarbek","22.00","Male","61.20","69.95","Karachi","Rejected"
"Kamola","17.00","Female","81.10","77.87","Multan",""
"","20.00","Male","52.00","94.77","Lahore","Rejected"
"Nisha","23.00","Female","46.80","68.24","Islamabad","Rejected"
"Shazia","19.00","Female","63.20","72.57","Lahore","Rejected"
"Waleed","19.00","Male","62.50","99.00","Multan","Accepted"
"Muhabbat","17.00","Female","75.00","84.80","Peshawar","Accepted"
"Fatima","22.00","Female","76.50","93.01","Rawalpindi","Accepted"
"Adnan","18.00","Male","88.40","63.09","Lahoree","Accepted"
"Talha","23.00","Male","100.00","64.37","Rawalpindi","Accepted"
"Saima","20.00","Female","93.20","99.00","Multan","Accepted"
"Adnan","21.00","Male","193.00","99.00","Rawalpindi","Rejected"
"Raza","20.80","male","86.30","63.19","Multan","Accepted"
"Iqbol","21.00","Female","100.00","98.63","Rawalpindi","Accepted"
"Sidra","18.00","Female","81.50","60.54","","Accepted"
"Tayyaba","18.00","Female","81.10","93.78","Quetta","Accepted"
"Sumera","20.00","Female","74.70","96.84","Quetta","Accepted"
"Muhabbat","18.00","Female","83.50","75.39","Lahore","Accepted"
"Amjad","19.00","Male","50.90","99.00","Karachi",""
"Ozoda","18.00","Female","70.20","69.62","Karachi","Rejected"
"Mavluda","20.00","Female","61.40","77.63","Lahore","Rejected"
"Dilnoza","23.00","Female","73.50","75.01","Quetta","Rejected"
"Sobia","20.00","Female","88.20","89.88","Lahore","Accepted"
"Kamran","19.00","Male","84.50","40.00","Quetta","Rejected"
"Nabeel","19.00","Male","74.20","78.59","Peshawar","Accepted"
"Talha","19.00","Male","76.60","78.90","Peshawar","Accepted"
"Jasur","23.90","Male","85.10","5.00","Islamabad","Accepted"
"Nasir","20.00","Male","88.70","60.14","Lahore","Accepted"
"Fahad","18.00","Mal","90.90","99.00","Karachi","Accepted"
"Usman","20.00","Male","88.90","88.09","Peshawar","Accepted"
"Naeem","21.00","Male","67.70","61.56","Multan","Rejected"
"Sitora","19.00","Female","85.00","85.04","Islamabad","Accepted"
"Zainab","21.00","Female","57.10","-1.07","Lahore","Rejected"
"Maftuna","19.00","Female","84.90","56.52","Lahore","Accepted"
"Mavluda","18.00","Female","73.00","86.26","Lahore","Rejected"
"","21.00","Male","","93.59","Islamabad","Accepted"
"Behruz","18.00","F","100.00","75.43","Lahore","Accepted"
"Saima","16.00","Female","64.60","58.17","Quetta","Rejected"
"Gulnora","22.00","Female","92.50","74.24","Islamabad","Accepted"
"Adnan","20.00","Male","62.70","75.10","Quetta","Rejected"
"Shahid","20.00","Male","96.80","58.58","Islamabad","Accepted"
"Rukhsana","22.00","Female","83.10","78.25","Multan","Accepted"
"Danyal","23.00","Male","71.90","44.37","Islamabad","Rejected"
"Sidra","19.00","Female","63.60","99.00","Peshawar","Accepted"
"Moiz","22.00","Male","85.20","89.21","Multan","Accepted"
"Mirzo","24.00","Male","62.80","76.20","Peshawar","Rejected"
"Sardor","22.00","Male","81.70","99.00","Karachi","Accepted"
"Sherzod","21.00","Male","67.40","82.90","Peshawar","Rejected"
"Lola","18.00","Female","61.50","73.62","Multan","Rejected"
"Nashit","21.00","Female","92.40","68.57","Karachi","Accepted"
"Shehroz","22.00","Male","62.30","58.52","Lahore","Rejected"
"Sanjar","18.00","Male","70.50","76.86","Rawalpindi","Accepted"
"Yasir","21.00","Male","64.90","75.54","Islamabad","Rejected"
"Rida","23.00","Female","96.70","53.40","Multan","Accepted"
"Mohira","17.00","Female","71.40","72.82","Peshawar","Accepted"
"Adnan","22.00","Male","88.20","77.76","Karachi","Accepted"
"Otabek","18.00","Male","65.90","58.34","Karachi","Rejected"
"Shahnoza","19.00","Female","82.20","81.19","Peshawar","Accepted"
"Uzma","20.00","Female","77.50","54.68","","Rejected"
"Aisha","24.00","Female","70.70","81.11","Karachi","Accepted"
"Uzma","21.00","Female","100.00","69.03","Peshawar","Accepted"
"Fahad","18.00","Male","68.80","99.00","Rawalpindi",""
"Muslimbek","23.00","Male","46.20","67.95","Quetta","Rejected"
"Waqar","18.00","Male","57.30","74.77","Rawalpindi","Rejected"
"Yulduz","18.00","Female","83.00","72.19","Karachi","Accepted"
"Arslan","20.00","Male","64.70","81.74","Karachi","Rejected"
"Samina","20.00","Female","79.10","99.00","Quetta","Accepted"
"Sidra","22.00","Female","92.40","77.11","","Accepted"
"Hina","18.00","Female","61.30","81.86","Peshawar","Rejected"
"Abbos","21.00","Male","65.70","59.37","Multan","Rejected"
"Asad","21.00","Male","100.00","73.20","Lahore","Accepted"
"Asilbek","20.00","Male","54.30","86.11","Lahore","Rejected"
"Hulkar","21.00","Female","73.40","99.00","Quetta","Accepted"
"  Nargiza","18.00","Female","","90.63","Karachi","Accepted"
"Sarvinoz","20.00","Female","91.50","43.51","Islamabad","Rejected"
"Temur","20.00","Male","93.20","65.33","Peshawar","Accepted"
"Naeem","24.00","Male","75.00","65.04","Quetta","Rejected"
"Yulduz","21.00","Female","87.50","75.50","Rawalpindi","Accepted"
"Laziz","24.00","Male","90.70","70.40","","Accepted"
"Malika","17.00","Female","83.90","99.00","Islamabad","Accepted"
"Bobur","19.00","Male","67.90","47.35","Peshawar","Rejected"
"Gulnora","22.00","Female","","99.00","Rawalpindi","Accepted"
"Sadia","","Female","88.40","77.92","Quetta","Accepted"
"Nilufar","20.00","Female","99.30","49.99","Islamabad","Accepted"
"Fareeha","24.00","Female","69.30","85.91","Peshawar","Rejected"
"Salman","25.00","Male","62.90","96.70","Rawalpindi","Rejected"
"Raza","20.00","Male","53.90","91.75","Multan","Rejected"
"Waqar","24.20","Male","79.00","51.74","Karachi","Rejected"
"Tahir","18.00","","100.00","61.07","Karachi","Accepted"
"Nargiza","21.00","Female","69.70","57.82","Rawalpindi","Rejected"
"Muazzam","17.00","Female","67.60","47.98","Multan","Rejected"
"Yasir","18.00","Male","","68.09","Peshawar","Rejected"
"Ismail","19.00","Male","83.10","143.48","Islamabad",""
"Dilorom","22.00","Female","96.10","83.38","Quetta","Accepted"
"Yulduz","19.00","Female","64.00","78.19","Karachi","Rejected"
"Shamsiddin","22.00","Male","61.60","62.32","Islamabad","Rejected"
"Muazzam","18.00","Female","72.60","63.71","Lahore","Rejected"
"Ulugbek","20.00","Male","-25.00","62.06","Rawalpindi","Rejected"
"Nashit","21.00","Female","68.90","66.18","Multan","Rejected"
"Nimra","","Female","66.30","71.82","Rawalpindi","Rejected"
"Saqib","23.00","Male","61.10","100.65","Islamabad","Rejected"
"Humaira","16.00","Female","68.70","48.79","Karachi","Rejected"
"","21.00","Male","73.70","80.08","Lahore","Accepted"
"","22.00","Male","78.10","78.77","Peshawar",""
"Bekzod","17.00","Male","57.70","73.49","Rawalpindi","Rejected"
"Mansur","21.00","Male","46.60","99.00","Karachi","Rejected"
"Muazzam","21.00","Female","88.10","59.22","","Rejected"
"Uzma","22.00","Female","70.40","86.79","Karachi","Accepted"
"Humaira","19.00","Female","61.60","","Rawalpindi","Rejected"
"Fareeha","22.00","Female","77.10","77.63","Islamabad","Rejected"
"Maryam","21.00","Female","47.90","40.00","Lahore","Rejected"
"Mahnoor","","Female","83.20","85.71","Peshawar","Accepted"
"Aisha","19.00","Female","56.60","56.08","Multan","Rejected"
"Eldor","19.00","Male","73.50","88.55","Islamabad","Accepted"
"Iqra","21.00","Female","53.90","99.00","Lahore","Rejected"
"Mohira","21.00","Female","85.60","66.20","Lahore","Accepted"
"Nilufar","18.00","Female","64.50","87.19","Karachi","Rejected"
"Kashif","18.00","","92.30","90.39","Multan","Accepted"
"Nashit","19.00","Female","82.30","","Islamabad","Accepted"
"Feruza","22.00","Female","49.40","66.55","Multan","Rejected"
"Rehan","17.00","Male","48.60","83.28","Lahore","Rejected"
"Iqbol","18.00","Female","81.30","-9.90","Multan","Accepted"
"Saima","23.00","Female","99.40","61.50","Lahore","Accepted"
"Rida","","Female","62.20","99.00","Quetta","Accepted"
"Nisha","18.00","Female","60.30","70.04","Peshawar","Rejected"
"Amna","21.00","Female","67.60","86.68","Islamabad","Rejected"
"Bekzod","16.00","Male","73.40","","Multan","Rejected"
"Tariq","-3.00","Male","92.80","62.61","Rawalpindi","Accepted"
"Tahir","17.00","Male","79.10","54.29","Islamabad","Rejected"
"Nashit","20.00","Female","82.70","63.81","Multan","Rejected"
"Behruz","","Male","43.80","67.46","Lahore","Rejected"
"Saim","24.00","Male","78.30","78.05","Peshawar","Rejected"
"Ali","","Male","83.50","70.27","Lahore","Rejected"
"Taimur","22.00","Male","100.00","74.19","Islamabad","Accepted"
"Saqib","21.00","Male","67.40","65.95","","Rejected"
"Ahmed","24.00","Male","69.90","77.52","Multan","Rejected"
"Tariq","22.00","Male","95.40","63.28","Islamabad","Accepted"
"Asilbek","22.00","Male","90.10","-15.40","Rawalpindi","Accepted"
"Yulduz","23.00","Female","54.50","69.38","Karachi","Rejected"
"Sadia","19.00","Female","97.20","82.25","Multan","Accepted"
"Muazzam","20.00","Female","68.70","85.06","Quetta","Accepted"
"Tariq","21.00","Male","67.40","58.37","Peshawar","Rejected"
"Talha","23.00","Male","74.50","64.47","Multan","Rejected"
"Saim","19.00","Male","77.20","90.43","Lahore","Accepted"
"Noor","22.00","Female","82.10","84.36","Islamabad","Accepted"
"Saqib","24.00","Male","72.30","81.37","Karachi","Accepted"
"Farrukh","24.00","Male","","","Rawalpindi","Accepted"
"Javlon","21.00","","87.60","74.56","Peshawar","Accepted"
"Nasiba","22.00","Female","67.40","77.53","Peshawar","Accepted"
"Rida","21.00","Female","81.10","59.02","Karachi","Rejected"
"Sajid","16.00","Male","","60.38","Lahore","Accepted"
"Nisha","20.00","Female","88.80","89.96","Quetta","Accepted"
"Sara","19.00","Female","76.60","72.72","Lahore","Accepted"
"Mansur","23.00","Male","85.80","61.65","",""
"Mavluda","18.00","Female","84.10","81.14","Lahore","Accepted"
"Shoira","24.00","Female","64.20","","Peshawar","Rejected"
"Imran","23.00","Male","73.10","92.11","Rawalpindi","Accepted"
"Shahid","19.00","Male","80.90","85.00","islamabad","Accepted"
"Nasir","13.00","Male","","51.63","Quetta","Rejected"
"Murtaza","18.00","Male","84.50","99.00","Quetta","Accepted"
"Hina","16.00","Female","67.80","67.02","Karachi","Rejected"
"Mirzo","18.00","Male","58.50","52.35","Karachi","Rejected"
"Samina","20.00","Female","85.00","83.24","Multan","Accepted"
"Mahnoor","20.00","Female","91.00","82.74","Islamabad","Accepted"
"Nilufar","20.00","Female","82.80","79.63","Lahore","Accepted"
"Mirzo","","Male","75.80","41.30","Peshawar","Rejected"
"Mansur","22.00","Male","71.10","76.83","Multan","Rejected"
"Taimur","22.00","Male","53.30","45.95","Peshawar","Rejected"
"Amna","16.00","Female","99.20","77.82","Lahore","Accepted"
"Kashif","18.00","Male","40.90","77.56","Lahore","Rejected"
"Waqar","20.00","Male","69.80","79.66","Karachi","Rejected"
